,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score_phrase,score,editors_choice,release_year,release_month,release_day
638,Red Orchestra 2: Heroes of Stalingrad,PC,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,Great,8.0,N,2011,9,21
639,Tom Clancy's Ghost Recon,Wii,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14,Awful,3.0,N,2010,11,16
640,MLB Power Pros 2008,Wii,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13,Great,8.4,N,2008,7,28
641,Dokapon Kingdom,Wii,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,Great,8.0,N,2008,10,15
642,All Star Cheer Squad 2,Wii,Sports,THQ,0.12,0.0,0.0,0.01,0.13,Good,7.0,N,2009,11,24
643,Diablo II,PC,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13,Great,8.3,Y,2000,7,7
644,Indianapolis 500 Legends,Wii,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,Mediocre,5.8,N,2008,1,10
645,Street Fighter IV,PC,Fighting,Capcom,0.07,0.04,0.0,0.02,0.13,Great,8.9,Y,2009,7,15
646,Warcraft III: Reign of Chaos,PC,Strategy,Vivendi Games,0.03,0.08,0.0,0.02,0.13,Amazing,9.3,Y,2002,7,2
647,Margot's Word Brain,Wii,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,Mediocre,5.0,N,2008,11,11
648,Army Men: Soldiers of Misfortune,Wii,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13,Painful,2.5,N,2008,10,31
649,Just Cause 2,PC,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,Great,8.8,Y,2010,3,23
650,Brothers in Arms: Double Time,Wii,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,Awful,3.0,N,2008,10,7
651,PBR: Out of the Chute,Wii,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.13,Awful,3.4,N,2009,1,20
652,The Sky Crawlers: Innocent Aces,Wii,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13,Great,8.0,N,2010,1,8
653,SimAnimals Africa,Wii,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13,Mediocre,5.5,N,2009,11,6
654,The Stronghold Collection,PC,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13,Good,7.0,N,2009,11,20
655,Conduit 2,Wii,Shooter,Sega,0.07,0.04,0.0,0.01,0.13,Good,7.5,N,2011,4,19
656,Geometry Wars: Galaxies,Wii,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13,Great,8.0,N,2007,11,20
657,Ninja Reflex,Wii,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Okay,6.0,N,2008,3,11
658,Calling,Wii,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.01,0.12,Awful,3.5,N,2010,4,7
659,Where the Wild Things Are,Wii,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,Bad,4.7,N,2009,11,2
660,Star Trek: Conquest,Wii,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,Okay,6.8,N,2007,11,30
661,Obscure: The Aftermath,Wii,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,Good,7.0,N,2008,3,25
662,Onechanbara: Bikini Zombie Slayers,Wii,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,Okay,6.9,N,2009,2,12
663,Puzzle Kingdoms,Wii,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,Good,7.0,N,2009,6,12
664,Alice: Madness Returns,PC,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,Okay,6.5,N,2011,6,16
665,The King of Fighters Collection: The Orochi Saga,Wii,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,Good,7.4,N,2008,12,9
666,Lost in Shadow,Wii,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,Good,7.5,N,2011,1,4
667,ArmA III,PC,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12,Good,7.0,N,2013,9,19
668,Cruis'n,Wii,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,Awful,3.0,N,2007,12,7
669,Tropico 5,PC,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,Good,7.2,N,2014,5,30
670,NPPL: Championship Paintball 2009,Wii,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,Bad,4.9,N,2008,11,24
671,Merv Griffin's Crosswords,Wii,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12,Bad,4.3,N,2008,12,19
672,Darkspore,PC,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,Good,7.0,N,2011,4,26
673,Stronghold,PC,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,Great,8.7,Y,2001,10,26
674,Pro Evolution Soccer 2014,PC,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,Great,8.4,N,2013,9,18
675,"Sakura Wars: So Long, My Love",Wii,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,Amazing,9.0,Y,2010,4,6
676,Family Fun Football,Wii,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11,Bad,4.0,N,2009,10,5
677,Pimp My Ride,Wii,Racing,Activision,0.1,0.0,0.0,0.01,0.11,Painful,2.2,N,2008,5,4
678,Spyborgs,Wii,Action,Capcom,0.1,0.01,0.0,0.01,0.11,Good,7.5,N,2009,9,22
679,The History Channel: Battle for the Pacific,Wii,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,Painful,2.5,N,2008,1,3
680,Project CARS,PC,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,Great,8.9,Y,2015,5,6
681,Machinarium,PC,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,Great,8.1,N,2009,10,20
682,Call of Juarez: The Cartel,PC,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,Bad,4.5,N,2011,9,16
683,Tornado Outbreak,Wii,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Great,8.1,N,2009,10,5
684,Astro Boy: The Video Game,Wii,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,Mediocre,5.7,N,2009,10,28
685,Death Jr.: Root of Evil,Wii,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,Good,7.4,N,2008,6,6
686,Sonic Generations,PC,Platform,Sega,0.02,0.07,0.0,0.02,0.11,Great,8.5,Y,2011,11,5
687,JU-ON: The Grudge,Wii,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11,Painful,2.5,N,2009,10,23
688,X-Men: Destiny,Wii,Action,Activision,0.08,0.02,0.0,0.01,0.11,Awful,3.5,N,2011,10,17
689,Attack of the Movies 3D,Wii,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,Bad,4.5,N,2010,5,26
690,Paws & Claws: Pet Resort,Wii,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,Bad,4.0,N,2009,1,22
691,Tom Clancy's Splinter Cell: Conviction,PC,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,Great,8.5,Y,2010,7,14
692,Tom Clancy's HAWX 2,Wii,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,Bad,4.0,N,2010,11,10
693,Family Party: 30 Great Games,Wii,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,Okay,6.3,N,2009,1,12
694,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,Good,7.5,N,2009,7,13
695,Rome: Total War,PC,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,Amazing,9.4,Y,2004,9,22
696,Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1,Mediocre,5.5,N,2011,6,20
697,Truth or Lies,Wii,Misc,THQ,0.04,0.05,0.0,0.01,0.1,Bad,4.0,N,2010,9,29
698,Doom 3,PC,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,Great,8.9,Y,2004,8,5
699,Little League World Series Baseball 2008,Wii,Sports,Activision,0.09,0.0,0.0,0.01,0.1,Good,7.2,N,2008,8,19
700,Rolling Stone: Drum King,Wii,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,Awful,3.0,N,2009,6,24
701,Opoona,Wii,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,Okay,6.8,N,2008,4,3
702,Big League Sports,Wii,Sports,Activision,0.09,0.01,0.0,0.01,0.1,Painful,2.3,N,2008,11,25
703,Big League Sports,Wii,Sports,Activision,0.09,0.01,0.0,0.01,0.1,Painful,2.3,N,2008,11,25
704,Age of Empires II: The Age of Kings,PC,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1,Great,8.8,Y,1999,10,8
705,Code Lyoko: Quest for Infinity,Wii,Action,Game Factory,0.07,0.02,0.0,0.01,0.1,Mediocre,5.5,N,2007,12,14
706,Burnout Paradise: The Ultimate Box,PC,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1,Great,8.4,N,2009,2,3
707,Rise of the Tomb Raider,PC,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1,Amazing,9.3,Y,2015,11,9
708,Wasteland 2,PC,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1,Great,8.4,N,2014,9,24
709,Heatseeker,Wii,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,Mediocre,5.5,N,2007,4,30
710,Halo 2,PC,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1,Good,7.5,N,2007,6,5
711,Risen 3: Titan Lords,PC,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09,Mediocre,5.2,N,2014,8,12
712,Dungeons,PC,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,Okay,6.5,N,2011,2,25
713,Medieval II: Total War,PC,Strategy,Sega,0.0,0.08,0.0,0.02,0.09,Great,8.8,Y,2006,11,10
714,Rygar: The Battle of Argus,Wii,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,Okay,6.1,N,2008,12,5
715,Fishing Master World Tour,Wii,Sports,Hudson Entertainment,0.09,0.0,0.0,0.01,0.09,Okay,6.8,N,2009,1,22
716,Championship Foosball,Wii,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,Awful,3.5,N,2009,1,16
717,Black & White 2,PC,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09,Great,8.8,Y,2005,9,28
718,Kawasaki Quad Bikes,Wii,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,0.09,Painful,2.0,N,2008,4,8
719,Space Chimps,Wii,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09,Okay,6.5,N,2008,8,8
720,Agatha Christie: Evil Under the Sun,Wii,Adventure,The Adventure Company,0.07,0.02,0.0,0.01,0.09,Bad,4.6,N,2008,12,19
721,Ski and Shoot,Wii,Sports,RTL,0.04,0.04,0.0,0.01,0.09,Okay,6.8,N,2009,2,3
722,The Sims 2: Apartment Life,PC,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09,Good,7.7,N,2008,9,8
723,MLB Superstars,Wii,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,Painful,2.8,N,2008,11,25
724,The Mummy: Tomb of the Dragon Emperor,Wii,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,Awful,3.5,N,2008,7,30
725,Spider-Man: Edge of Time,Wii,Action,Activision,0.06,0.02,0.0,0.01,0.09,Okay,6.0,N,2011,10,24
726,Mad Dog McCree: Gunslinger Pack,Wii,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,Bad,4.5,N,2009,6,19
727,Data East Arcade Classics,Wii,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,Mediocre,5.0,N,2010,2,16
728,The Ant Bully,Wii,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,Bad,4.5,N,2007,1,19
729,Age of Mythology,PC,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,Amazing,9.3,Y,2002,11,4
730,Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09,Good,7.0,N,2008,1,14
731,Jumper: Griffin's Story,Wii,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,Awful,3.9,N,2008,2,29
732,Star Wars: Empire at War,PC,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09,Good,7.6,N,2006,2,15
733,Red Faction: Armageddon,PC,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,Good,7.0,N,2011,6,13
734,Gray Matter,PC,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09,Good,7.5,N,2011,4,27
735,Might & Magic Heroes VII,PC,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,Okay,6.4,N,2015,10,2
736,Pro Evolution Soccer 2013,PC,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.09,Great,8.5,Y,2012,9,17
737,Edna & Harvey: Harvey's New Eyes,PC,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.09,Okay,6.0,N,2012,10,26
738,Battlefield 2,PC,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.08,Great,8.9,Y,2005,6,19
739,Sniper: Ghost Warrior 2,PC,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,Mediocre,5.0,N,2013,3,19
740,X Rebirth,PC,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08,Bad,4.3,N,2013,12,2
741,Bejeweled 3,PC,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,Great,8.0,Y,2010,12,7
742,Ninjabread Man,Wii,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,Unbearable,1.5,N,2008,1,8
743,Ice Age 2: The Meltdown,Wii,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,Good,7.5,N,2006,12,11
744,Worms: A Space Oddity,Wii,Strategy,THQ,0.06,0.02,0.0,0.01,0.08,Good,7.0,N,2008,3,13
745,Far Cry Vengeance,Wii,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,Bad,4.0,N,2006,12,14
746,Wolfenstein: The Old Blood,PC,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08,Good,7.0,N,2015,5,8
747,Ultimate Shooting Collection,Wii,Shooter,Milestone,0.08,0.0,0.0,0.0,0.08,Okay,6.9,N,2009,1,21
748,Silent Hunter III,PC,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,Great,8.8,Y,2005,3,18
749,Serious Sam 3: BFE,PC,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,Good,7.0,N,2011,12,1
750,The First Templar,PC,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,Bad,4.0,N,2011,5,24
751,Agatha Christie: And Then There Were None,Wii,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,Bad,4.9,N,2008,2,29
752,Rayman Origins,PC,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,Amazing,9.5,Y,2012,3,29
753,Cosmic Family,Wii,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,Mediocre,5.0,N,2007,10,25
754,Need for Speed Underground 2,PC,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08,Amazing,9.1,Y,2004,11,12
755,Metal Gear Solid V: The Phantom Pain,PC,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,Masterpiece,10.0,Y,2015,8,24
756,Baroque,Wii,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08,Mediocre,5.4,N,2008,4,28
757,Divinity II: Ego Draconis,PC,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08,Good,7.0,N,2010,1,15
758,Torchlight,PC,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,Great,8.6,Y,2009,11,18
759,Operation Flashpoint: Red River,PC,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,Good,7.5,N,2011,4,21
760,F.E.A.R. 2: Project Origin,PC,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,Great,8.3,N,2009,2,10
761,Kane & Lynch 2: Dog Days,PC,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,Good,7.0,N,2010,8,25
762,Fable: The Lost Chapters,PC,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,Great,8.7,Y,2005,9,16
763,Open Season,Wii,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,Okay,6.0,N,2007,1,30
764,Dave Mirra BMX Challenge,Wii,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,Painful,2.0,N,2007,12,4
765,Microsoft Flight Simulator 2004: A Century of Flight,PC,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,Amazing,9.0,Y,2003,7,30
766,Hearts of Iron III,PC,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,Great,8.5,N,2009,8,13
767,The Sims 2: Seasons,PC,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,Great,8.9,Y,2007,3,20
768,NHL 2K9,Wii,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,Okay,6.8,N,2008,9,9
769,Battleborn,PC,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,Good,7.1,N,2016,5,6
770,Anubis II,Wii,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,Painful,2.0,N,2007,10,1
771,Heavenly Guardian,Wii,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07,Bad,4.0,N,2008,9,2
772,Target: Terror,Wii,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,Awful,3.5,N,2008,4,24
773,Tournament of Legends,Wii,Fighting,Sega,0.04,0.02,0.0,0.01,0.07,Mediocre,5.0,N,2010,7,6
774,Resident Evil 5,PC,Action,Capcom,0.01,0.04,0.0,0.01,0.07,Amazing,9.3,Y,2009,9,10
775,Alan Wake,PC,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,Amazing,9.0,Y,2012,2,15
776,Mario Tennis,Wii,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,Great,8.5,Y,2010,6,30
777,Age of Empires III: The Asian Dynasties,PC,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,Great,8.0,N,2007,10,23
778,Pro Evolution Soccer 2015,PC,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,Amazing,9.0,Y,2014,11,14
779,Chrysler Classic Racing,Wii,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,Bad,4.0,N,2008,12,23
780,The LEGO Movie Videogame,PC,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,Okay,6.5,N,2014,2,13
781,Escape from Bug Island,Wii,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,Bad,4.0,N,2007,8,13
782,Cabela's Trophy Bucks,Wii,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,Mediocre,5.6,N,2008,6,10
783,Legend of the Dragon,Wii,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,Awful,3.8,N,2007,5,29
784,Octomania,Wii,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,Good,7.6,N,2008,4,25
785,Spy Fox in Dry Cereal,Wii,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,Mediocre,5.5,N,2008,9,11
786,Star Wars Knights of the Old Republic II: The Sith Lords,PC,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,Great,8.7,Y,2005,2,8
787,Age of Empires Online,PC,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,Good,7.0,N,2011,8,24
788,Alien Syndrome,Wii,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,Mediocre,5.5,N,2007,7,25
789,Samurai Shodown Anthology,Wii,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,Good,7.1,N,2009,4,15
790,Blur,PC,Racing,Activision,0.01,0.04,0.0,0.01,0.06,Good,7.0,N,2010,6,2
791,Spy Games: Elevator Mission,Wii,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,Painful,2.5,N,2008,2,13
792,Unreal Tournament III,PC,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,Amazing,9.0,Y,2007,11,21
793,Call of Duty 2,PC,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,Great,8.5,Y,2005,10,25
794,Puzzler Collection,Wii,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,Bad,4.8,N,2008,8,28
795,Cocoto Kart Racer,Wii,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,Okay,6.4,N,2008,7,3
796,The Witcher,PC,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,Great,8.5,Y,2007,10,29
797,Grey's Anatomy: The Video Game,Wii,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,Okay,6.3,N,2009,3,11
798,Sacred 2: Fallen Angel,PC,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,Good,7.5,N,2008,11,12
799,Dead Rising 2: Off the Record,PC,Action,Capcom,0.04,0.02,0.0,0.01,0.06,Good,7.0,N,2011,10,11
800,Alvin and the Chipmunks,Wii,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Unbearable,1.7,N,2007,12,5
801,Syndicate,PC,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Good,7.5,N,2012,2,21
802,Create,PC,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,Okay,6.0,N,2010,12,4
803,Zoo Tycoon 2,PC,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,Good,7.5,N,2004,11,17
804,Rooms: The Main Building,Wii,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,Mediocre,5.0,N,2010,3,23
805,LEGO Batman: The Videogame,PC,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,Good,7.7,N,2008,9,24
806,Back to the Future: The Game,Wii,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,Good,7.0,N,2011,11,2
807,Brave: A Warrior's Tale,Wii,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Bad,4.3,N,2009,8,13
808,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,Great,8.2,N,2007,3,19
809,Captain America: Super Soldier,Wii,Action,Sega,0.05,0.0,0.0,0.0,0.06,Mediocre,5.5,N,2011,7,19
810,Adventures of Lolo,NES,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06,Great,8.0,Y,2007,8,10
811,Flip's Twisted World,Wii,Platform,Unknown,0.05,0.0,0.0,0.0,0.06,Bad,4.0,N,2010,11,11
812,The Sims 2: University,PC,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,Great,8.5,Y,2005,2,28
813,Harry Potter and the Sorcerer's Stone,PC,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,Okay,6.4,N,2001,11,16
814,Murdered: Soul Suspect,PC,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,Mediocre,5.5,N,2014,6,3
815,PopStar Guitar,Wii,Misc,Midway Games,0.03,0.03,0.0,0.01,0.06,Awful,3.5,N,2008,12,18
816,Mirror's Edge,PC,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Great,8.5,Y,2009,1,13
817,Titan Quest,PC,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,Great,8.1,N,2006,6,23
818,Gothic 3,PC,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,Bad,4.9,N,2006,11,28
819,Coraline,Wii,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,Painful,2.5,N,2009,1,29
820,4 Elements,PC,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,Great,8.0,N,2008,9,19
821,Medal of Honor: Airborne,PC,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Good,7.9,N,2007,9,4
822,IL-2 Sturmovik: Cliffs of Dover,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,Okay,6.0,N,2011,9,6
823,Front Mission Evolved,PC,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,Okay,6.0,N,2010,10,1
824,Major Minor's Majestic March,Wii,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,Mediocre,5.0,N,2009,4,14
825,Dark Souls III,PC,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,Amazing,9.5,Y,2016,4,4
826,Venetica,PC,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Okay,6.0,N,2011,1,28
827,Hunted: The Demon's Forge,PC,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,Okay,6.0,N,2011,6,3
828,The Bureau: XCOM Declassified,PC,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,Mediocre,5.5,N,2013,8,20
829,Myth Makers: Orbs of Doom,Wii,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,Painful,2.9,N,2008,2,27
830,Cities in Motion,PC,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,Good,7.0,N,2011,3,22
831,Plants vs. Zombies,PC,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,Amazing,9.0,Y,2009,5,5
832,Bejeweled Twist,PC,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,Good,7.4,N,2008,11,6
833,Street Fighter V,PC,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,Great,8.0,N,2016,2,15
834,Sherlock Holmes: Crimes & Punishments,PC,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,Good,7.5,N,2014,9,30
835,Mirror's Edge Catalyst,PC,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,Okay,6.8,N,2016,6,6
836,Sea Monsters: A Prehistoric Adventure,Wii,Adventure,Zushi Games,0.04,0.0,0.0,0.0,0.05,Mediocre,5.0,N,2008,6,13
837,Singularity,PC,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,Good,7.0,N,2010,6,29
838,"Warhammer 40,000: Dawn of War",PC,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,Great,8.8,Y,2004,9,20
839,Need for Speed Carbon,PC,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Great,8.2,N,2006,10,27
840,Empire Earth,PC,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,Great,8.5,Y,2001,11,29
841,Freelancer,PC,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,Amazing,9.2,Y,2003,2,26
842,Operation Flashpoint: Dragon Rising,PC,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05,Great,8.2,N,2009,10,8
843,Furu Furu Park,Wii,Misc,Taito,0.05,0.0,0.0,0.0,0.05,Awful,3.5,N,2008,3,27
844,LEGO Indiana Jones 2: The Adventure Continues,PC,Action,Activision,0.02,0.03,0.0,0.01,0.05,Okay,6.0,N,2009,11,18
845,The Grim Adventures of Billy & Mandy,Wii,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,Okay,6.8,N,2006,12,5
